Station,Year,Month,MaxT (Deg.Cel),MinT(Deg.Cel)
Khulna (11604),2012,9,32.79,26.51
Khulna (11604),2012,10,32.33,23.62
Khulna (11604),2012,11,29.38,19.06
Khulna (11604),2012,12,25.06,13.71
Khulna (11604),2013,1,24.82,11.69
Khulna (11604),2013,2,29.09,15.56
Khulna (11604),2013,3,33.82,21.13
Khulna (11604),2013,4,35.39,24.12
Khulna (11604),2013,5,33.28,25.19
Khulna (11604),2013,6,33.88,27.07
Khulna (11604),2013,7,32.79,26.66
Khulna (11604),2013,8,32.63,26.25
Khulna (11604),2013,9,33.19,26.36
Khulna (11604),2013,10,31.61,24.41
Khulna (11604),2013,11,30.43,18.24
Khulna (11604),2013,12,27,14.98
Khulna (11604),2014,1,23.92,12.62
Khulna (11604),2014,2,27.77,15.15
Khulna (11604),2014,3,32.9,20.15
Khulna (11604),2014,4,37.68,25.14
Khulna (11604),2014,5,36.77,26.63
Khulna (11604),2014,6,33.77,26.45
Khulna (11604),2014,7,32.85,26.91
Khulna (11604),2014,8,32.95,26.72
Khulna (11604),2014,9,33.28,26.08
Khulna (11604),2014,10,33.13,23.95
Khulna (11604),2014,11,31.01,18.42
Khulna (11604),2014,12,25.56,14.2
Khulna (11604),2015,1,25.25,13.84
Khulna (11604),2015,2,29.3,16.55
Khulna (11604),2015,3,32.74,19.75
Khulna (11604),2015,4,34.18,23.91
Khulna (11604),2015,5,36.05,26.67
Khulna (11604),2015,6,33.51,26.79
Khulna (11604),2015,7,31.53,25.85
Khulna (11604),2015,8,32.74,26.74
Khulna (11604),2015,9,33.34,26.24
Khulna (11604),2015,10,33.08,24.34
Khulna (11604),2015,11,30.84,20.13
Khulna (11604),2015,12,26.26,16.6
Khulna (11604),2016,1,25.83,13.47
Khulna (11604),2016,2,30.27,19.43
Khulna (11604),2016,3,33.83,22.62
Khulna (11604),2016,4,36.31,26.61
Khulna (11604),2016,5,35.13,25.31
Khulna (11604),2016,6,33.82,26.5
Khulna (11604),2016,7,32.33,26.52
Khulna (11604),2016,8,33.04,26.49
Khulna (11604),2016,9,34.02,26.42
Khulna (11604),2016,10,33.36,24.85
Khulna (11604),2016,11,29.9,19.41
Khulna (11604),2016,12,27.07,15.55
Khulna (11604),2017,1,26.22,13
Khulna (11604),2017,2,29.64,16.65
Khulna (11604),2017,3,31.66,20.71
Khulna (11604),2017,4,34.7,24.94
Khulna (11604),2017,5,35.9,25.88
Khulna (11604),2017,6,33.98,26.73
Khulna (11604),2017,7,31.97,26.44
Khulna (11604),2017,8,33,26.84
Khulna (11604),2017,9,33.5,26.87
Khulna (11604),2017,10,31.66,24.61
Khulna (11604),2017,11,30.1,19.1
Khulna (11604),2017,12,26.46,16.05
Khulna (11604),2018,1,23.97,11.1
Khulna (11604),2018,2,33.31,17.39
Khulna (11604),2018,3,33.73,21.98
Khulna (11604),2018,4,34.63,23.16
Khulna (11604),2018,5,33.89,24.97
Khulna (11604),2018,6,34.33,26.95
Khulna (11604),2018,7,32.85,26.72
Khulna (11604),2018,8,33.34,26.94
Khulna (11604),2018,9,34.22,26.67
Khulna (11604),2018,10,32.71,23.61
Khulna (11604),2018,11,30.72,19.36
Khulna (11604),2018,12,26.01,13.79
Khulna (11604),2019,1,26.86,12.26
Khulna (11604),2019,2,28.64,15.66
Khulna (11604),2019,3,31.78,21.27
Khulna (11604),2019,4,34.64,24.22
Khulna (11604),2019,5,36.17,26.67
Khulna (11604),2019,6,35.17,27.23
Khulna (11604),2019,7,33.66,27.08
Khulna (11604),2019,8,33.06,26.66
Khulna (11604),2019,9,32.9,26.23
Khulna (11604),2019,10,32.05,24.44
Khulna (11604),2019,11,29.74,20.32
Khulna (11604),2020,12,24.6,15.08
Khulna (11604),2020,1,24.03,13.85
Khulna (11604),2020,2,26.95,15.02
Khulna (11604),2020,3,32.29,20.57
Khulna (11604),2020,4,34.43,24.02
Khulna (11604),2020,5,34.15,25.25
Khulna (11604),2020,6,33.56,26.8
Khulna (11604),2020,7,33.27,27.12
Khulna (11604),2020,8,32.74,26.96
Khulna (11604),2020,9,33.45,26.92
Khulna (11604),2020,10,32.96,25.95
Khulna (11604),2020,11,30.57,19.69
Khulna (11604),2021,12,25.98,14.4
Khulna (11604),2021,1,25.91,14.01
Khulna (11604),2021,2,29.51,15.84
Khulna (11604),2021,3,34.58,22.53
Khulna (11604),2021,4,36.47,25.15
Khulna (11604),2021,5,35.48,25.95
Khulna (11604),2021,6,32.61,26.33
Khulna (11604),2021,7,32.65,26.93
Khulna (11604),2021,8,32.73,26.75
Khulna (11604),2021,9,32.29,25.87
Khulna (11604),2021,10,33.06,25.32
Khulna (11604),2021,11,29.98,19.29
Khulna (11604),2022,12,25.86,16.01
Khulna (11604),2022,1,24.29,14.27
Khulna (11604),2022,2,27.29,15.44
Khulna (11604),2022,3,33.62,21.34
Khulna (11604),2022,4,35.19,26.39
Khulna (11604),2022,5,34.88,25.77
Khulna (11604),2022,6,34.06,27.29
Khulna (11604),2022,7,33.78,27.1
Khulna (11604),2022,8,33.42,26.84
Khulna (11604),2022,9,33.33,26.5
Khulna (11604),2022,10,32.58,24.43
Khulna (11604),2022,11,30.66,18.93
Khulna (11604),2022,12,27.48,15.5
Satkhira (11610),1970,1,25.66,12.32
Satkhira (11610),1970,2,29.63,14.8
Satkhira (11610),1970,3,32.35,21.11
Satkhira (11610),1970,4,35.5,23.8
Satkhira (11610),1970,5,35.37,25.48
Satkhira (11610),1970,6,31.47,24.15
Satkhira (11610),1970,7,31.88,24.09
Satkhira (11610),1970,8,32.07,25.56
Satkhira (11610),1970,9,31.02,25.65
Satkhira (11610),1970,10,31.76,23.63
Satkhira (11610),1970,11,29.21,17.76
Satkhira (11610),1970,12,26.9,12.06
Satkhira (11610),1971,1,25.26,13.34
Satkhira (11610),1971,2,27.63,15.5
Satkhira (11610),1971,3,33.48,19.57
Satkhira (11610),1971,4,35.06,24.19
Satkhira (11610),1971,5,34.59,21.41
Satkhira (11610),1971,6,31.43,25.37
Satkhira (11610),1971,7,30.43,25.54
Satkhira (11610),1971,8,30.08,24.96
Satkhira (11610),1971,9,31.94,25.63
Satkhira (11610),1971,10,31.24,24.04
Satkhira (11610),1971,11,28.8,18.1
Satkhira (11610),1971,12,26.64,13.23
Satkhira (11610),1972,1,26.31,12.57
Satkhira (11610),1972,2,25.72,12.84
Satkhira (11610),1972,3,33.32,20.57
Satkhira (11610),1972,4,34.66,24.09
Satkhira (11610),1972,5,34.1,25.95
Satkhira (11610),1972,6,33.15,26.1
Satkhira (11610),1972,7,31.86,25.93
Satkhira (11610),1972,8,31.9,26.01
Satkhira (11610),1972,9,32.07,25.66
Satkhira (11610),1972,10,31.97,23.65
Satkhira (11610),1972,11,29.74,18.24
Satkhira (11610),1972,12,26.76,13.17
Satkhira (11610),1973,1,25.95,12.15
Satkhira (11610),1973,2,31.51,16.91
Satkhira (11610),1973,3,32.67,18.97
Satkhira (11610),1973,4,35.81,25.26
Satkhira (11610),1973,5,33.56,24.31
Satkhira (11610),1973,6,33.42,25.95
Satkhira (11610),1973,7,31.3,25.87
Satkhira (11610),1973,8,31.46,25.59
Satkhira (11610),1973,9,31.06,25.25
Satkhira (11610),1973,10,31.1,23.64
Satkhira (11610),1973,11,28.2,18.68
Satkhira (11610),1973,12,25.22,13.7
Satkhira (11610),1974,1,25.81,11.72
Satkhira (11610),1974,2,29.62,13.81
Satkhira (11610),1974,3,32.45,20.73
Satkhira (11610),1974,4,34.7,24.71
Satkhira (11610),1974,5,34.44,25.66
Satkhira (11610),1974,6,33.92,26.01
Satkhira (11610),1974,7,30.8,25.25
Satkhira (11610),1974,8,32.12,26.01
Satkhira (11610),1974,9,31.84,24.84
Satkhira (11610),1974,10,32.71,24.47
Satkhira (11610),1974,11,30.74,19.82
Satkhira (11610),1974,12,26.31,12.35
Satkhira (11610),1975,1,26.15,11.92
Satkhira (11610),1975,2,29.08,15.47
Satkhira (11610),1975,3,34.55,20.93
Satkhira (11610),1975,4,35.48,24.58
Satkhira (11610),1975,5,35.4,25.31
Satkhira (11610),1975,6,33.59,26.13
Satkhira (11610),1975,7,30.97,25.32
Satkhira (11610),1975,8,32.13,25.94
Satkhira (11610),1975,9,32.15,25.6
Satkhira (11610),1975,10,32.42,24.93
Satkhira (11610),1975,11,28.34,17.73
Satkhira (11610),1975,12,26.37,12.25
Satkhira (11610),1976,1,26.58,12.08
Satkhira (11610),1976,2,28.94,16.08
Satkhira (11610),1976,3,34.03,21.72
Satkhira (11610),1976,4,35.07,24.07
Satkhira (11610),1976,5,34.45,24.47
Satkhira (11610),1976,6,33.83,26.16
Satkhira (11610),1976,7,32.05,25.64
Satkhira (11610),1976,8,31.43,25.45
Satkhira (11610),1976,9,32.48,25.38
Satkhira (11610),1976,10,32.96,23.62
Satkhira (11610),1976,11,31.6,20.95
Satkhira (11610),1976,12,27.58,13.08
Satkhira (11610),1977,1,26.43,12.31
Satkhira (11610),1977,2,29.93,15.18
Satkhira (11610),1977,3,34.44,22.2
Satkhira (11610),1977,4,34.27,24.2
Satkhira (11610),1977,5,33.44,24.24
Satkhira (11610),1977,6,32.23,25.75
Satkhira (11610),1977,7,31.85,26.13
Satkhira (11610),1977,8,32.09,26.29
Satkhira (11610),1977,9,32.88,26.02
Satkhira (11610),1977,10,32.34,23.64
Satkhira (11610),1977,11,30.14,20.47
Satkhira (11610),1977,12,27.13,13.87
Satkhira (11610),1978,1,25.48,11.13
Satkhira (11610),1978,2,29.14,15.34
Satkhira (11610),1978,3,33.15,18.97
Satkhira (11610),1978,4,35.49,23.71
Satkhira (11610),1978,5,35.41,25.07
Satkhira (11610),1978,6,33.65,26.2
Satkhira (11610),1978,7,32.1,25.62
Satkhira (11610),1978,8,31.66,26.39
Satkhira (11610),1978,9,31.3,26.04
Satkhira (11610),1978,10,31.63,24.82
Satkhira (11610),1978,11,30.87,20.83
Satkhira (11610),1978,12,27.2,14.33
Satkhira (11610),1979,1,27.53,14.48
Satkhira (11610),1979,2,27.71,15.48
Satkhira (11610),1979,3,33.81,21.11
Satkhira (11610),1979,4,35.4,25.21
Satkhira (11610),1979,5,36.1,27.38
Satkhira (11610),1979,6,33.1,26.98
Satkhira (11610),1979,7,32.04,26.76
Satkhira (11610),1979,8,31.8,26.54
Satkhira (11610),1979,9,32.7,26.55
Satkhira (11610),1979,10,32.75,24.19
Satkhira (11610),1979,11,32.16,22.41
Satkhira (11610),1979,12,26.58,15.58
Satkhira (11610),1980,1,26.51,14.05
Satkhira (11610),1980,2,28.75,16.88
Satkhira (11610),1980,3,31.95,21.52
Satkhira (11610),1980,4,35.56,25.77
Satkhira (11610),1980,5,34.8,25.09
Satkhira (11610),1980,6,32.44,26.29
Satkhira (11610),1980,7,32.16,26.04
Satkhira (11610),1980,8,31.42,26.2
Satkhira (11610),1980,9,31.51,26.37
Satkhira (11610),1980,10,30.69,23.3
Satkhira (11610),1980,11,29.65,17.49
Satkhira (11610),1980,12,26.64,13.74
Satkhira (11610),1981,1,24.83,12.79
Satkhira (11610),1981,2,27.69,15.62
Satkhira (11610),1981,3,30.95,20.08
Satkhira (11610),1981,4,31.5,22.81
Satkhira (11610),1981,5,32.56,24.7
Satkhira (11610),1981,6,32.68,26.41
Satkhira (11610),1981,7,30.74,26.24
Satkhira (11610),1981,8,31.5,26.57
Satkhira (11610),1981,9,31.2,25.85
Satkhira (11610),1981,10,32.59,23.17
Satkhira (11610),1981,11,29.66,17.08
Satkhira (11610),1981,12,24.78,13.75
Satkhira (11610),1982,1,26.65,12.98
Satkhira (11610),1982,2,27.52,16.53
Satkhira (11610),1982,3,30.96,19.84
Satkhira (11610),1982,4,34.53,24.16
Satkhira (11610),1982,5,36.71,26.57
Satkhira (11610),1982,6,33.37,26.15
Satkhira (11610),1982,7,32.31,26.44
Satkhira (11610),1982,8,30.98,25.85
Satkhira (11610),1982,9,32.22,25.62
Satkhira (11610),1982,10,32.23,23.15
Satkhira (11610),1982,11,28.68,17.55
Satkhira (11610),1982,12,26.31,12.26
Satkhira (11610),1983,1,25.29,12.39
Satkhira (11610),1983,2,26.84,15.68
Satkhira (11610),1983,3,32.04,21.75
Satkhira (11610),1983,4,34.26,23.95
Satkhira (11610),1983,5,34.42,24.56
Satkhira (11610),1983,6,33.8,26.48
Satkhira (11610),1983,7,31.95,26.06
Satkhira (11610),1983,8,30.65,25.7
Satkhira (11610),1983,9,31.11,25.54
Satkhira (11610),1983,10,31.65,23.69
Satkhira (11610),1983,11,30.45,17.18
Satkhira (11610),1983,12,26.61,11.1
Satkhira (11610),1984,1,25.69,11.48
Satkhira (11610),1984,2,27.83,13.32
Satkhira (11610),1984,3,34.58,19.06
Satkhira (11610),1984,4,35.71,24.29
Satkhira (11610),1984,5,35.25,26.3
Satkhira (11610),1984,6,31.8,25.71
Satkhira (11610),1984,7,31.96,26.07
Satkhira (11610),1984,8,32.11,25.85
Satkhira (11610),1984,9,32.62,25.25
Satkhira (11610),1984,10,32.9,23.87
Satkhira (11610),1984,11,30.21,15.63
Satkhira (11610),1984,12,27.56,12.63
Satkhira (11610),1985,1,27.02,13.43
Satkhira (11610),1985,2,29.6,14.92
Satkhira (11610),1985,3,35.38,22.82
Satkhira (11610),1985,4,37.03,25.58
Satkhira (11610),1985,5,35.59,24.68
Satkhira (11610),1985,6,34.35,26.46
Satkhira (11610),1985,7,31.86,25.69
Satkhira (11610),1985,8,32.87,26.15
Satkhira (11610),1985,9,32.75,25.8
Satkhira (11610),1985,10,32.83,22.82
Satkhira (11610),1985,11,30.82,16.98
Satkhira (11610),1985,12,28.82,13.53
Satkhira (11610),1986,1,26.6,12.26
Satkhira (11610),1986,2,30.21,15.6
Satkhira (11610),1986,3,35.65,20.11
Satkhira (11610),1986,4,36.23,23.9
Satkhira (11610),1986,5,36.05,24.29
Satkhira (11610),1986,6,34.51,26.42
Satkhira (11610),1986,7,32.25,25.84
Satkhira (11610),1986,8,33.82,26.46
Satkhira (11610),1986,9,32.15,25.4
Satkhira (11610),1986,10,31.96,22.71
Satkhira (11610),1986,11,30.33,19.59
Satkhira (11610),1986,12,27.95,14.8
Satkhira (11610),1987,1,26.69,12.39
Satkhira (11610),1987,2,30.4,15.97
Satkhira (11610),1987,3,33.66,20.59
Satkhira (11610),1987,4,35.66,25.11
Satkhira (11610),1987,5,36.31,25.41
Satkhira (11610),1987,6,34.67,26.65
Satkhira (11610),1987,7,32.34,26.13
Satkhira (11610),1987,8,32.99,26.15
Satkhira (11610),1987,9,33.12,26.06
Satkhira (11610),1987,10,33.92,23.63
Satkhira (11610),1987,11,31.03,18.89
Satkhira (11610),1987,12,28.29,14.19
Satkhira (11610),1988,1,27.55,12.34
Satkhira (11610),1988,2,30.46,15.97
Satkhira (11610),1988,3,33.45,20.98
Satkhira (11610),1988,4,36,25.07
Satkhira (11610),1988,5,34.35,26.13
Satkhira (11610),1988,6,32.55,26.19
Satkhira (11610),1988,7,32.33,26.24
Satkhira (11610),1988,8,31.95,26.26
Satkhira (11610),1988,9,32.99,25.94
Satkhira (11610),1988,10,32.9,22.92
Satkhira (11610),1988,11,31,17.65
Satkhira (11610),1988,12,27.61,15.6
Satkhira (11610),1989,1,25.01,11.03
Satkhira (11610),1989,2,29.2,15.67
Satkhira (11610),1989,3,33.61,20.4
Satkhira (11610),1989,4,36.71,25.22
Satkhira (11610),1989,5,36.03,26.23
Satkhira (11610),1989,6,33.15,26.67
Satkhira (11610),1989,7,32.21,26.59
Satkhira (11610),1989,8,32.45,26.22
Satkhira (11610),1989,9,32.27,25.94
Satkhira (11610),1989,10,31.98,24.25
Satkhira (11610),1989,11,30.67,17.84
Satkhira (11610),1989,12,26.69,12.52
Satkhira (11610),1990,1,27.09,12.42
Satkhira (11610),1990,2,29.2,17.63
Satkhira (11610),1990,3,30.09,19.78
Satkhira (11610),1990,4,33.8,24.26
Satkhira (11610),1990,5,34.73,25.42
Satkhira (11610),1990,6,33.4,26.99
Satkhira (11610),1990,7,31.8,26.2
Satkhira (11610),1990,8,32.63,26.55
Satkhira (11610),1990,9,31.86,25.86
Satkhira (11610),1990,10,31.09,22.74
Satkhira (11610),1990,11,30.63,19.66
Satkhira (11610),1990,12,27.59,13.17
Satkhira (11610),1991,1,25.14,12.5
Satkhira (11610),1991,2,30.25,17.14
Satkhira (11610),1991,3,33.67,21.99
Satkhira (11610),1991,4,35.49,24.68
Satkhira (11610),1991,5,35.35,26.71
Satkhira (11610),1991,6,33.17,26.2
Satkhira (11610),1991,7,32.52,26.73
Satkhira (11610),1991,8,32.44,26.5
Satkhira (11610),1991,9,32.57,25.99
Satkhira (11610),1991,10,31.74,23.69
Satkhira (11610),1991,11,29.55,17.47
Satkhira (11610),1991,12,26.09,13.43
Satkhira (11610),1992,1,25.05,12.01
Satkhira (11610),1992,2,27.14,16.06
Satkhira (11610),1992,3,33.53,21.95
Satkhira (11610),1992,4,37.33,24.84
Satkhira (11610),1992,5,35.04,24.74
Satkhira (11610),1992,6,34.36,26.45
Satkhira (11610),1992,7,32.13,25.82
Satkhira (11610),1992,8,32.21,26.25
Satkhira (11610),1992,9,32.48,25.7
Satkhira (11610),1992,10,33.14,23.52
Satkhira (11610),1992,11,30.47,18.01
Satkhira (11610),1992,12,27.35,12.03
Satkhira (11610),1993,1,26.09,12.05
Satkhira (11610),1993,2,30.07,16.96
Satkhira (11610),1993,3,32.45,18.54
Satkhira (11610),1993,4,34.85,23.52
Satkhira (11610),1993,5,34.46,25.05
Satkhira (11610),1993,6,32.87,26.03
Satkhira (11610),1993,7,32.35,26.45
Satkhira (11610),1993,8,32.16,26.5
Satkhira (11610),1993,9,31.9,25.48
Satkhira (11610),1993,10,32.55,23.74
Satkhira (11610),1993,11,30.42,18.5
Satkhira (11610),1993,12,27.72,13.64
Satkhira (11610),1994,1,26.59,12.49
Satkhira (11610),1994,2,27.59,15.62
Satkhira (11610),1994,3,34.07,22.17
Satkhira (11610),1994,4,34.92,23.82
Satkhira (11610),1994,5,35.78,26.18
Satkhira (11610),1994,6,33.02,26.57
Satkhira (11610),1994,7,32.64,26.42
Satkhira (11610),1994,8,32.06,26.29
Satkhira (11610),1994,9,33.26,25.62
Satkhira (11610),1994,10,33.07,23.61
Satkhira (11610),1994,11,29.88,18.31
Satkhira (11610),1994,12,28.03,12.46
Satkhira (11610),1995,1,25.06,11.19
Satkhira (11610),1995,2,28.01,16.22
Satkhira (11610),1995,3,33.55,19.89
Satkhira (11610),1995,4,37.22,25.11
Satkhira (11610),1995,5,35.92,27.07
Satkhira (11610),1995,6,33.47,26.59
Satkhira (11610),1995,7,32.09,26.02
Satkhira (11610),1995,8,32.62,26.03
Satkhira (11610),1995,9,32.05,25.37
Satkhira (11610),1995,10,32.58,23.48
Satkhira (11610),1995,11,29.22,18.65
Satkhira (11610),1995,12,27.3,13.22
Satkhira (11610),1996,1,25.81,12.61
Satkhira (11610),1996,2,29.08,15.11
Satkhira (11610),1996,3,33.95,22.56
Satkhira (11610),1996,4,35.26,24.03
Satkhira (11610),1996,5,35.96,26.04
Satkhira (11610),1996,6,33.18,25.4
Satkhira (11610),1996,7,32.59,26.17
Satkhira (11610),1996,8,31.32,25.67
Satkhira (11610),1996,9,33.34,25.57
Satkhira (11610),1996,10,32.01,22.42
Satkhira (11610),1996,11,30.37,17.29
Satkhira (11610),1996,12,26.92,12.27
Satkhira (11610),1997,1,25.22,10.38
Satkhira (11610),1997,2,27.84,15.01
Satkhira (11610),1997,3,32.8,21.31
Satkhira (11610),1997,4,32.17,20.91
Satkhira (11610),1997,5,34.87,24.48
Satkhira (11610),1997,6,34.19,25.99
Satkhira (11610),1997,7,32.61,25.95
Satkhira (11610),1997,8,32.44,25.99
Satkhira (11610),1997,9,32.13,25.21
Satkhira (11610),1997,10,32.57,21.94
Satkhira (11610),1997,11,31.27,19.01
Satkhira (11610),1997,12,25.37,13.3
Satkhira (11610),1998,1,23.41,12.15
Satkhira (11610),1998,2,28.15,16.88
Satkhira (11610),1998,3,30.65,18.67
Satkhira (11610),1998,4,34.07,23.89
Satkhira (11610),1998,5,35.1,25.86
Satkhira (11610),1998,6,34.94,27.62
Satkhira (11610),1998,7,32.74,26.37
Satkhira (11610),1998,8,32.2,26.23
Satkhira (11610),1998,9,32.59,25.44
Satkhira (11610),1998,10,33.06,24.58
Satkhira (11610),1998,11,30.5,19.96
Satkhira (11610),1998,12,27.76,12.98
Satkhira (11610),1999,1,26.11,11.05
Satkhira (11610),1999,2,30.5,15.33
Satkhira (11610),1999,3,34.53,20.36
Satkhira (11610),1999,4,36.15,24.96
Satkhira (11610),1999,5,34.32,24.46
Satkhira (11610),1999,6,33.3,25.18
Satkhira (11610),1999,7,32.05,24.55
Satkhira (11610),1999,8,31.77,24.57
Satkhira (11610),1999,9,31.28,24.19
Satkhira (11610),1999,10,31.66,22.92
Satkhira (11610),1999,11,30.28,16.59
Satkhira (11610),1999,12,27.87,12.31
Satkhira (11610),2000,1,26.37,10.4
Satkhira (11610),2000,2,26.73,14.1
Satkhira (11610),2000,3,32.62,18.56
Satkhira (11610),2000,4,34.51,22.86
Satkhira (11610),2000,5,34.38,24.76
Satkhira (11610),2000,6,33.25,26.31
Satkhira (11610),2000,7,32.32,26.06
Satkhira (11610),2000,8,32.87,26.41
Satkhira (11610),2000,9,32.25,25.55
Satkhira (11610),2000,10,32.05,24.77
Satkhira (11610),2000,11,30.53,19.44
Satkhira (11610),2000,12,26.63,12.8
Satkhira (11610),2001,1,24.98,10.38
Satkhira (11610),2001,2,29.29,15.49
Satkhira (11610),2001,3,32.51,19.67
Satkhira (11610),2001,4,35.07,23.98
Satkhira (11610),2001,5,34.35,24.74
Satkhira (11610),2001,6,31.47,26.02
Satkhira (11610),2001,7,31.69,26.35
Satkhira (11610),2001,8,32.69,26.83
Satkhira (11610),2001,9,32.72,26.03
Satkhira (11610),2001,10,32.04,24.56
Satkhira (11610),2001,11,29.7,20.66
Satkhira (11610),2001,12,26.58,12.81
Satkhira (11610),2002,1,25.82,13.34
Satkhira (11610),2002,2,29.3,15.35
Satkhira (11610),2002,3,33.14,20.99
Satkhira (11610),2002,4,33.75,23.97
Satkhira (11610),2002,5,35.31,25.75
Satkhira (11610),2002,6,32.96,26.23
Satkhira (11610),2002,7,33.6,27.23
Satkhira (11610),2002,8,31.96,26.38
Satkhira (11610),2002,9,32.36,25.92
Satkhira (11610),2002,10,32.08,23.1
Satkhira (11610),2002,11,29.42,18.79
Satkhira (11610),2002,12,26.91,14.07
Satkhira (11610),2003,1,23.45,10.45
Satkhira (11610),2003,2,28.85,17.04
Satkhira (11610),2003,3,31.13,19.83
Satkhira (11610),2003,4,34.99,25.56
Satkhira (11610),2003,5,35.54,25.84
Satkhira (11610),2003,6,33.54,26.69
Satkhira (11610),2003,7,32.61,26.76
Satkhira (11610),2003,8,32.68,26.72
Satkhira (11610),2003,9,32.63,26.35
Satkhira (11610),2003,10,31.67,24.91
Satkhira (11610),2003,11,29.99,18.15
Satkhira (11610),2003,12,25.6,14.08
Satkhira (11610),2004,1,24.06,12.48
Satkhira (11610),2004,2,28.8,15.29
Satkhira (11610),2004,3,33.15,21.81
Satkhira (11610),2004,4,34.14,24.64
Satkhira (11610),2004,5,36.08,26.75
Satkhira (11610),2004,6,33.57,26.13
Satkhira (11610),2004,7,32.25,26.46
Satkhira (11610),2004,8,31.83,26.53
Satkhira (11610),2004,9,31.8,25.99
Satkhira (11610),2004,10,31.12,23.04
Satkhira (11610),2004,11,29.61,17.62
Satkhira (11610),2004,12,26.93,14.83
Satkhira (11610),2005,1,25,13.06
Satkhira (11610),2005,2,30.03,17.21
Satkhira (11610),2005,3,32.73,22.01
Satkhira (11610),2005,4,35.56,25.21
Satkhira (11610),2005,5,36.09,26.38
Satkhira (11610),2005,6,35.64,27.11
Satkhira (11610),2005,7,32.01,26.36
Satkhira (11610),2005,8,32.5,26.75
Satkhira (11610),2005,9,32.32,26.16
Satkhira (11610),2005,10,30.61,24.18
Satkhira (11610),2005,11,29.01,17.35
Satkhira (11610),2005,12,26.61,13.51
Satkhira (11610),2006,1,25.95,11.92
Satkhira (11610),2006,2,31.75,18.48
Satkhira (11610),2006,3,32.98,21.02
Satkhira (11610),2006,4,34.58,25.28
Satkhira (11610),2006,5,34.29,26.02
Satkhira (11610),2006,6,33.45,26.89
Satkhira (11610),2006,7,31.72,26.19
Satkhira (11610),2006,8,31.64,25.96
Satkhira (11610),2006,9,31.98,26.17
Satkhira (11610),2006,10,32.22,24.46
Satkhira (11610),2006,11,29.41,19.43
Satkhira (11610),2006,12,26.57,13.88
Satkhira (11610),2007,1,25.2,11.85
Satkhira (11610),2007,2,27.43,16.88
Satkhira (11610),2007,3,31.19,19.68
Satkhira (11610),2007,4,34.43,24.91
Satkhira (11610),2007,5,35.96,26.38
Satkhira (11610),2007,6,33.59,26.94
Satkhira (11610),2007,7,31.3,26.47
Satkhira (11610),2007,8,32.36,26.72
Satkhira (11610),2007,9,32,25.99
Satkhira (11610),2007,10,32.21,23.69
Satkhira (11610),2007,11,29.34,19.7
Satkhira (11610),2007,12,25.94,12.99
Satkhira (11610),2008,1,25.27,12.89
Satkhira (11610),2008,2,26.72,14.46
Satkhira (11610),2008,3,32.52,21.98
Satkhira (11610),2008,4,34.87,24.06
Satkhira (11610),2008,5,36.11,24.86
Satkhira (11610),2008,6,32.95,25.97
Satkhira (11610),2008,7,31.85,26
Satkhira (11610),2008,8,32.16,26.26
Satkhira (11610),2008,9,32.42,25.66
